"","soc_id","EA_code","line_7","line_10","line_21","line_23","line_37","Society_latitude","Society_longitude","GlottoID","FamilyLevGlottocode","Region","Division","X.x","subsistence","X.y","class","caste","slavery","class_scaled","caste_scaled","slavery_scaled","SocialLayering_additive","EA031","EA033","xd_id","pref_name_for_society","glottocode","ORIG_name_and_ID_in_this_dataset","alt_names_by_society","main_focal_year","HRAF_name_ID","HRAF_link","origLat","origLong","Lat","Long","Comment","glottocode_comment","std_subsistence","std_caste","std_slavery","std_class","std_EA033","std_EA031","musical_pc1","social_pc1"
"211",19889,"Ed9",0,0.5,0.25,0.5,0.25,19.21,109.71,"hlai1239","taik1256","Southeast Asia","Mainland S E Asia",383,7,625,1,0,NA,0.25,0,NA,NA,3,3,"xd652","Li","hlai1239","Li (Ed9)","Sai, Hlai, Lai, Loi",1930,"","",19,109,19,109,"Original","",0.875,0,NA,0.25,0.6,0.375,NA,NA
"212",19977,"Ch9",0,0,0.5,0,0.5,56.02,21.21,"samo1265","indo1319","Europe","Northern Europe",332,7,556,4,1,0,1,0.333333333333333,0,1.33333333333333,8,4,"xd573","Lithuanians","lith1251","Lithuanians (Ch9)","",1930,"","",55,24,55,24,"Original","",0.875,0.333333333333333,0,1,0.8,1,0.265968367090177,1.52831367316325
"213",20032,"Ed2",0,0.25,0.75,0.5,0.5,30.13,102.93,"sich1238","sino1245","East Asia","China",377,7,618,2,NA,2,0.5,NA,1,NA,3,1,"xd645","Lolo","sich1238","Lolo (Ed2)","Yi, Nosu",1940,"Yi (AE04)","http://ehrafworldcultures.yale.edu/collection?owc=AE04",29,103,29,103,"Original","",0.875,NA,1,0.5,0.2,0.375,NA,NA
"214",20098,"Ab3",1,0.5,0.75,0,0.25,-14.64,24.95,"lozi1239","atla1278","Africa","Southern Africa",NA,NA,26,2,0,2,0.5,0,1,1.5,2,4,"xd26","Lozi","lozi1239","Lozi (Ab3)","",1890,"Lozi (FQ09)","http://ehrafworldcultures.yale.edu/collection?owc=FQ09",-15,23,-15,23,"Original","",NA,0,1,0.5,0.8,0.25,NA,NA
"215",20109,"Ej12",0,0,0.75,0,0.5,19.12,101.22,"west2396","aust1305","Southeast Asia","Mainland S E Asia",432,4,692,2,0,NA,0.5,0,NA,NA,4,2,"xd719","Lawa","west2396","Lawa (Ej12)","Lua",1960,"","",18,98,18,98,"Original","",0.5,0,NA,0.5,0.4,0.5,NA,NA
"216",20131,"Ae6",0.5,0.25,0.5,0,0.5,-4.31,27.24,"luba1250","atla1278","Africa","Central Africa",NA,NA,182,2,0,1,0.5,0,0.5,1,NA,4,"xd182","Luba","luba1250","Luba (Ae6)","Baluba",1930,"","",-8,26,-8,26,"Original","",NA,0,0.5,0.5,0.8,NA,NA,NA
"217",20219,"Ae16",1,0.5,0.75,0,0.25,-4.31,27.34,"luba1249","atla1278","Africa","Central Africa",NA,NA,134,NA,NA,2,NA,NA,1,NA,NA,NA,"xd134","Lulua","luba1249","Lulua (Ae16)","Bena Lulua",1910,"","",-6,23,-6,23,"Original","",NA,NA,1,NA,NA,NA,NA,NA
"218",20230,"Ac6",1,0.5,0.5,0,0.5,-11.18,23.97,"lund1266","atla1278","Africa","Central Africa",NA,NA,72,NA,0,1,NA,0,0.5,NA,1,3,"xd72","Ndembu","lund1266","Ndembu (Ac6)","Andembu, Southern Lunda",1930,"","",-11,26,-11,26,"Original","",NA,0,0.5,NA,0.6,0.125,NA,NA
"219",20241,"Aj6",0.5,0.25,0.5,0,0.25,-0.93,34.49,"luok1236","nilo1247","Africa","East Africa",218,4,411,1,0,0,0.25,0,0,0.25,3,2,"xd411","Luo","luok1236","Luo (Aj6)","Jaluo, Luwo, Nilotic Kavirondo, Nyifwa",1940,"Luo (FL11)","http://ehrafworldcultures.yale.edu/collection?owc=FL11",-1,34,-1,34,"Original","",0.5,0,0,0.25,0.4,0.375,-0.147600209776194,-0.362784043872929
"220",20252,"Ac11",1,0.5,0.5,0,0.25,-13.55,23.11,"luva1239","atla1278","Africa","Central Africa",NA,NA,35,0,0,2,0,0,1,1,NA,2,"xd35","Luvale","luva1239","Luvale (Ac11)","Aluena, Balovale, Lobare, Luena",1930,"","",-12,22,-12,22,"Original","",NA,0,1,0,0.4,NA,NA,NA
"221",20571,"Ej8",0.5,0,0.25,1,1,1.86,103,"mala1479","aust1307","Southeast Asia","Mainland S E Asia",442,8,703,2,0,1,0.5,0,0.5,1,NA,3,"xd730","Malays","mala1479","Malays (Ej8)","",1940,"Malays (AN05)","http://ehrafworldcultures.yale.edu/collection?owc=AN05",5,103,5,103,"Original","",1,0,0.5,0.5,0.6,NA,NA,NA
"222",20615,"Ag9",1,0.5,0.5,0,0.25,12.82,-15.65,"kita1249","mand1469","Africa","West Africa",157,4,297,2,1,1,0.5,0.333333333333333,0.5,1.33333333333333,NA,2,"xd297","Malinke","kita1249","Malinke (Ag9)","Mandingo, Wangara",1930,"","",11,-9,11,-9,"Original","Note 8Feb2018: Glottocode changed to kita1249 [mwk], which is hte focus of Sidibe's work, and also has ""Central Malinke"" listed as an alternative language name. Another reference for this society is focused (according to HH's notes on the closely related [mnk], but whether it also touches on mwk, and/or might have been used for context/depth, should be verified.",0.5,0.333333333333333,0.5,0.5,0.4,NA,NA,NA
"223",20681,"Ai5",1,0.25,0.75,0,0.25,2.68,28.99,"mamv1243","cent2225","Africa","Central Africa",NA,NA,379,0,0,1,0,0,0.5,0.5,2,1,"xd379","Mamvu","mamv1243","Mamvu (Ai5)","Mornvu",1920,"","",3,29,3,29,"Original","",NA,0,0.5,0,0.2,0.25,NA,NA
"224",20714,"Ed3",0,0.25,0.5,0.5,0.25,47.31,126.56,"manc1252","tung1282","North Eurasia","E North Eurasia",378,7,619,1,0,1,0.25,0,0.5,0.75,NA,NA,"xd646","Manchu","manc1252","Manchu (Ed3)","",1920,"Manchu (AG01)","http://ehrafworldcultures.yale.edu/collection?owc=AG04",45,126,45,126,"Original","",0.875,0,0.5,0.25,NA,NA,NA,NA
"225",20758,"Ij7",0,0.5,0.5,0,0.75,-23.11,-134.97,"mang1401","aust1307","Oceania","Polynesia",NA,NA,869,2,0,0,0.5,0,0,0.5,NA,3,"xd896","Mangarevans","mang1401","Mangarevans (Ij7)","",1900,"","",-20,-134,-23.12,-134.97,"Revised","",NA,0,0,0.5,0.6,NA,NA,NA
"226",20791,"Ia15",0,0,1,0.25,0.75,8.63,125.74,"agus1235","aust1307","Southeast Asia","Island S E Asia",449,3,711,0,0,1,0,0,0.5,0.5,NA,1,"xd738","Manobo","agus1235","Manobo (Ia15)","",1920,"","",8,126,8,126,"Original","Note 8Feb2018: Changed based on note from HH: Why W Bukidnon Manobo rather than e.g. Agusan Manobo [msm]?",0.375,0,0.5,0,0.2,NA,NA,NA
"227",20813,"Ig9",0,0,0.5,0,0.75,-3.11,129.43,"tita1241","aust1307","Oceania","Melanesia",542,2,834,1,0,0,0.25,0,0,0.25,3,1,"xd861","Manus","tita1241","Manus (Ig9)","",1920,"Manus (OM06)","http://ehrafworldcultures.yale.edu/collection?owc=OM06",-2,147,-2,147,"Original","",0.25,0,0,0.25,0.2,0.375,0.60958925777331,-0.768705061908011
"228",20835,"Ij2",0,0,0.25,0,0.75,-38.29,176.54,"maor1246","aust1307","Oceania","New Zealand",NA,NA,864,2,0,2,0.5,0,1,1.5,4,2,"xd891","Māori","maor1246","Maori (Ij2)","Maori",1820,"Maori (OZ04)","http://ehrafworldcultures.yale.edu/collection?owc=OZ04",-35,175,-38.41,176.31,"Revised","",NA,0,1,0.5,0.4,0.5,NA,NA
"229",20901,"Ij3",0.25,0.25,0,0,0.25,-9.45,-139.39,"nort2845","aust1307","Oceania","Polynesia",559,6,865,2,0,0,0.5,0,0,0.5,2,2,"xd892","Marquesans","nort2845","Marquesans (Ij3)","",1900,"Marquesas (OX06)","http://ehrafworldcultures.yale.edu/collection?owc=OX06",-9,-140,-8.9,-140.08,"Revised","",0.75,0,0,0.5,0.4,0.25,0.601870256020229,-0.0766384198349344
"230",20923,"If17",0,0.25,0.5,0,0.5,6.06,171.98,"mars1254","aust1307","Oceania","Micronesia",NA,NA,805,2,0,0,0.5,0,0,0.5,3,2,"xd832","Marshallese - Jaluit atoll","rali1241","Marshallese (If17)","",1900,"Marshallese (OR11)","http://ehrafworldcultures.yale.edu/collection?owc=OR11",6,169,6.28,169.49,"Revised","12 Nov 2018 - dialect assigment corrected (should have been Ralik, rali1241, not Ratak, rata1243).",NA,0,0,0.5,0.4,0.375,NA,NA
"231",20945,"Ai9",0.5,0.75,0.5,0,0.5,7.65,16.73,"masa1322","afro1255","Africa","Central Africa",NA,NA,383,0,0,NA,0,0,NA,NA,4,1,"xd383","Masa","masa1322","Masa (Ai9)","Massa",1910,"","",10,16,10,16,"Original","",NA,0,NA,0,0.2,0.5,NA,NA
"232",20956,"Aj2",0,1,1,0,0.25,-3.14,36.46,"kiso1238","nilo1247","Africa","East Africa",209,5,395,0,1,0,0,0.333333333333333,0,0.333333333333333,2,2,"xd395","Maasi","masa1300","Masai (Aj2)","Masai",1900,"Masai (FL12)","http://ehrafworldcultures.yale.edu/collection?owc=FL12",-2,36,-2,36,"Original","",0.625,0.333333333333333,0,0,0.4,0.25,-1.94213323436253,-0.311262350672156
"233",20978,"Ig14",0.25,0.5,0.5,0.25,0.75,-9.52,150.67,"suau1242","aust1307","Oceania","Melanesia",534,6,819,1,0,0,0.25,0,0,0.25,4,1,"xd846","Dahuni","suau1242","Dahuni (Ig14)","",1900,"","",-10,150,-10.41,149.91,"Revised","",0.75,0,0,0.25,0.2,0.5,0.431793633796529,-0.226104371377981
"234",20989,"Sh1",0,1,1,0,0.25,-23.16,-62.18,"wich1264","mata1289","South America","C South America",845,2,1235,0,0,0,0,0,0,0,2,1,"xd1388","Wichí","wich1264","Mataco (Sh1)","Mataco, Nocten",1860,"Mataco (SI07)","http://ehrafworldcultures.yale.edu/collection?owc=SI07",-24,-63,-24,-63,"Original","Note 8Feb2018: Changed based on note from HH: Pelleschi is Wichí Lhamtés Güisnay [mzh]",0.25,0,0,0,0.2,0.25,-1.94213323436253,-1.03148098426866
"235",21033,"Sa6",0,0,0.5,0,0.75,16.35,-89.07,"yuca1254","maya1287","Central America","Mexico",801,3,1169,4,0,2,1,0,1,2,7,2,"xd1322","Yucatec Maya","yuca1254","Yucatec Maya (Sa6)","",1520,"Yucatec Maya (NV10)","http://ehrafworldcultures.yale.edu/collection?owc=NV10",18,-90,18,-90,"Original","",0.375,0,1,1,0.4,0.875,0.60958925777331,0.51045389261471
"236",21055,"Nj5",0,0.5,0.75,0,0.5,18.15,-96.57,"huau1238","otom1299","Central America","Mexico",NA,NA,1151,NA,NA,NA,NA,NA,NA,NA,NA,NA,"xd1304","Mazateco","huau1238","Mazateco (Nj5)","",1940,"","",18,-97,18,-97,"Original","",NA,NA,NA,NA,NA,NA,NA,NA
"237",21077,"Ac15",1,0.5,0.75,0,0.25,-5.12,18.04,"mbal1257","atla1278","Africa","Central Africa",NA,NA,39,0,0,2,0,0,1,1,NA,NA,"xd39","Mbala","mbal1257","Mbala (Ac15)","Ambala, Bambala",1900,"","",-5,18,-5,18,"Original","",NA,0,1,0,NA,NA,NA,NA
"238",21110,"Ai14",1,1,0.75,0,0,7.58,14.27,"mbum1254","atla1278","Africa","Central Africa",NA,NA,342,NA,NA,NA,NA,NA,NA,NA,3,2,"xd342","Mbum","mbum1254","Mbum (Ai14)","",1920,"","",7,14,7,14,"Original","",NA,NA,NA,NA,0.4,0.375,NA,NA
"239",21132,"Aa5",0,1,1,0,0.25,3.01,30.92,"bila1255","atla1278","Africa","Central Africa",4,2,5,0,0,0,0,0,0,0,3,1,"xd5","Mbuti","bila1255","Mbuti (Aa5)","Sua, BaSua, Kango, BaKango, Bambuti, BaMbuti Pygmies",1930,"Mbuti (FO04)","http://ehrafworldcultures.yale.edu/collection?owc=FO04",2,28,2,28,"Original","Note 8Feb2018: Changed. Focus is ""Epulu net-hunters, Ituri forest"". From White pinpointing sheets: ""The Pygmies and Pygmoid peoples of the Congo have been pushed into smaller and smaller areas of the tropical forest since the invasions of Bantu and Sudanic tribes in the 16-17th centuries, and most of the groups have adopted the languages of invading tribes with whom they allied themselves. Mbuti pygmies have adopted the languages of the Bira to the south of them, the Lese to the east, the Mangbetu and Azande to the northwest, and the Mamvu-Mangutu to the north. The [...] Epulu group studied by Turnbull situated to the north of the Ituri and Epulu Rivers, and the majority of the other groups to the south of the Ituri River [...] are net-hunters, and speak a language largely influenced by the Forest Bira."" Note, though, that Ember concordance lists the language as Lese.",0.25,0,0,0,0.2,0.375,-1.94213323436253,-0.932308726833591
"240",21187,"Ie22",0,0,0.5,0.25,0.75,-8.24,146.59,"meke1243","aust1307","Oceania","Melanesia",496,3,772,2,0,0,0.5,0,0,0.5,4,1,"xd799","Mekeo","meke1243","Mekeo (Ie22)","",1900,"","",-9,147,-9,147,"Original","",0.375,0,0,0.5,0.2,0.5,0.85009550624307,-0.395072031273624
"241",21198,"Af5",0.5,0.5,0.75,0,0.25,7.91,-10.99,"mend1266","mand1469","Africa","West Africa",NA,NA,230,2,0,1,0.5,0,0.5,1,5,2,"xd230","Mende","mend1266","Mende (Af5)","",1930,"Mende (FC07)","http://ehrafworldcultures.yale.edu/collection?owc=FC07",8,-11,8,-11,"Original","",NA,0,0.5,0.5,0.4,0.625,NA,NA
"242",21209,"Nf9",0.5,0.75,1,0,0.25,44.94,-88.61,"meno1252","algi1248","North America","United States",772,1,1090,0,0,1,0,0,0.5,0.5,NA,2,"xd1243","Menominee","meno1252","Menomini (Nf9)","Menomini",1870,"","",46,-88,46,-88,"Original","",0.125,0,0.5,0,0.4,NA,NA,NA
"243",21220,"Ib7",0,0.25,0.75,0,0.75,-1.41,98.94,"ment1249","aust1307","Southeast Asia","Island S E Asia",462,3,729,0,0,0,0,0,0,0,NA,1,"xd756","Mentaweians","ment1249","Mentaweians (Ib7)","",1920,"Mentawaians (OD09)","http://ehrafworldcultures.yale.edu/collection?owc=OD09",-3,100,-2.93,100.23,"Revised","",0.375,0,0,0,0.2,NA,NA,NA
"244",21242,"Eh2",1,0.25,0.5,0,0.75,-18.02,46.91,"plat1254","aust1307","Africa","East Africa",NA,NA,661,2,0,1,0.5,0,0.5,1,7,4,"xd688","Merina","meri1243","Merina (Eh2)","Antimerina, Hova, Imerina",1900,"","",-19,46,-19,46,"Original","",NA,0,0.5,0.5,0.8,0.875,NA,NA
"245",21253,"Ad35",0.25,1,0.25,0.75,0,-3.3,36.77,"meru1245","atla1278","Africa","East Africa",49,4,104,0,0,1,0,0,0.5,0.5,NA,1,"xd104","Meru","meru1245","Meru (Ad35)","",1940,"","",0,35,0,35,"Original","12Nov2018 - changed back to Meru meru1245 [mer], after looking at Murdock's primary sources in more detail. While the latter two refs do focus on the ""Kikuyu"" in general terms, within the Kikuyu they clearly differentiated the Kikuyu and Meru. (Previous note, based on comment from HH: ""8Feb2018 - Note possible mix, refs appear to refer to both kik and mer; kik assigned because majority of references refer to kik. [HH: ""The latter two refs deal with Kikuyu [kik] which is a different lg from Meru [mer]"".]",0.5,0,0.5,0,0.2,NA,NA,NA
"246",21286,"Nf7",0.25,0.75,0.75,0.25,0.25,40.01,-94.12,"mesk1242","algi1248","North America","United States",NA,NA,1088,0,0,1,0,0,0.5,0.5,NA,2,"xd1241","Fox","mesk1242","Fox (Nf7)","Meskwaki",1830,"Fox (NP05)","http://ehrafworldcultures.yale.edu/collection?owc=NP05",45,-95,45,-95,"Original","",NA,0,0.5,0,0.4,NA,NA,NA
"247",21385,"Ib6",0.25,0.25,0.25,0.75,0.75,-0.6,100.63,"mina1268","aust1307","Southeast Asia","Island S E Asia",461,8,728,2,0,1,0.5,0,0.5,1,NA,3,"xd755","Minangkabau","mina1268","Minangkabau (Ib6)","",1920,"","",-1,101,-1,101,"Original","",1,0,0.5,0.5,0.6,NA,NA,NA
"248",21440,"Sa9",1,0.25,0.5,0,0.75,15.16,-84.29,"misk1235","misu1242","Central America","Central American Mainland",803,1,1172,0,0,0,0,0,0,0,3,2,"xd1325","Miskito","misk1235","Miskito (Sa9)","Mískitu, Mosquito",1920,"Miskito (SA15)","http://ehrafworldcultures.yale.edu/collection?owc=SA15",13,-85,14.766,-84.089,"Revised 22-July-2021 by KK based on web research and review of location in GIS","",0.125,0,0,0,0.4,0.375,0.725245904976782,-0.858959033619732
"249",21484,"Nj12",1,0.25,0.5,0,0.75,17.05,-96.72,"juxt1235","otom1299","Central America","Mexico",NA,NA,1145,NA,NA,NA,NA,NA,NA,NA,NA,NA,"xd1298","Mixtec","juxt1235","Mixtec (Nj12)","",1950,"","",18,-98,18,-98,"Original","Note 8Feb2018: Changed based on note from HH: The ref describes Juxtlahuaca Mixtec [vmc] unclear why NW Oaxaca Mixtec [mxa] is assigned.",NA,NA,NA,NA,NA,NA,NA,NA
"250",21506,"Ej2",0,0,0.25,1,0.75,12.63,107.31,"east2333","aust1305","Southeast Asia","Mainland S E Asia",436,4,697,1,0,2,0.25,0,1,1.25,3,1,"xd724","Mnong Gar","east2333","Mnong Gar (Ej2)","",1940,"","",12,107,12,107,"Original","",0.5,0,1,0.25,0.2,0.375,1.99275056789724,-0.450395825116156
"251",21594,"Nh21",0.25,0.75,0.75,0,0.5,34.02,-114.51,"moha1256","coch1271","North America","United States",NA,NA,1119,0,0,2,0,0,1,1,NA,2,"xd1272","Mojave","moha1256","Mohave (Nh21)","Mohave",1850,"Mohave (NT28)","in process",35,-114,35,-114,"Original","",NA,0,1,0,0.4,NA,NA,NA
"252",21647,"Eb3",1,0,0.5,0,0,48.32,106.29,"halh1238","mong1329","Central Asia","N E Central Asia",364,5,594,2,0,1,0.5,0,0.5,1,1,4,"xd611","Khalka","halh1238","Khalka (Eb3)","Xanx, Khalka Mongols",1940,"Mongolia (AH01)","http://ehrafworldcultures.yale.edu/collection?owc=AH01",46,97,46,97,"Original","",0.625,0,0.5,0.5,0.8,0.125,-0.0500647475026693,0.130043327553645
"253",21693,"Ch3",1,0,0.5,0,0.75,49.19,16.61,"czec1259","indo1319","Europe","Central Europe",326,7,550,4,0,0,1,0,0,1,8,4,"xd567","Czechs","czec1258","Czechs (Ch3)","",1940,"","",50,16,50,16,"Original","",0.875,0,0,1,0.8,1,0.98079792454673,1.32487316587557
"254",21704,"ch15",0,0,0.5,0,0.75,54.23,44.06,"erzy1239","ural1272","Europe","Russia",868,7,1268,3,0,1,0.75,0,0.5,1.25,6,5,"xd552","Erzya Mordvins","erzy1239","Erzia mordva (ch15)","Erzia mordva, Erzia Mordvins, Erzja Mordvins, Mordva, Mordvinians, Mordovians, erzät",1895,"","",53,50,53,50,"Original","",0.875,0,0.5,0.75,1,0.75,0.60958925777331,1.19542929768964
"255",21737,"Cd7",1,0.75,0.25,1,0.25,34.13,-4.55,"cent2194","afro1255","Africa","Northern Africa",306,7,525,1,NA,1,0.25,NA,0.5,NA,NA,3,"xd525","Beraber","cent2194","Beraber (Cd7)","",1910,"","",33,-7,33,-7,"Original","",0.875,NA,0.5,0.25,0.6,NA,NA,NA
"256",21814,"Sb3",0,0.75,1,0,0,9.08,-72.94,"yukp1241","cari1283","South America","N South America",805,1,1175,NA,NA,NA,NA,NA,NA,NA,1,1,"xd1328","Barí (Motilon)","yukp1241","Motilon (Sb3)","Bari, Motilon, Yuko, Motilones, Barí",1940,"","",9,-72,9,-72,"Original","Note 8Feb2018: Changed after note by HH:""The Motilon described by Reichel-Dolmatoff is Yukpa [yup] (a Cariban lg) not the Chibchan Bari [mot]""; KK: indeed, the focus is on the ""Iroka"", who are described as a ""Yukpa subtribe"" by Ruddle (1974:29, in Halbmayer 2013). References for case are Holder and Reichel-Dolmatoff, and both seem to have attempted to contact the Bari in 1946 (according to Beckerman and Lizarralde 2013), but may have been unsuccsessful. In any case, both anthropologists, and certainly R-D, worked with the Iroka [Yukpa]. Note from Beckerman and Lizarralde (2013): ""the forest-dwelling Bari (and their traditional and ongoing enemies, the Carib-speaking Yukpa) constituted a recognized obstacle to colonization of the forested land remaining to [the small-scale colonists]"". Both Yukpa and Bari seem to have been known as ""Motilones"" (e.g., see http://www.native-languages.org/definitions/motilone.htm).",0.125,NA,NA,NA,0.2,0.125,NA,NA
"257",21825,"Ie10",0,0.25,0.5,0,0.5,-9.67,147.42,"motu1246","aust1307","Oceania","Melanesia",488,3,759,1,0,0,0.25,0,0,0.25,5,1,"xd786","Motu","motu1246","Motu (Ie10)","",1950,"","",-9,147,-9,147,"Original","",0.375,0,0,0.25,0.2,0.625,0.0104163475202289,-0.459503438764136
"258",21869,"Eg8",1,0.5,0.5,0.5,0.5,25.04,87.18,"mund1320","aust1305","South Asia","India/ Bangladesh",407,7,657,NA,3,0,NA,1,0,NA,NA,2,"xd684","Kol","mund1320","Kol (Eg8)","",1940,"Kol (AW37)","http://ehrafworldcultures.yale.edu/collection?owc=AW37",22,85,22,85,"Original","",0.875,1,0,NA,0.4,NA,NA,NA
"259",21913,"Ej13",0,0.25,0.25,0.75,0.25,20.75,105.36,"muon1246","aust1305","Southeast Asia","Mainland S E Asia",433,8,693,2,0,0,0.5,0,0,0.5,NA,3,"xd720","Muong","muon1246","Muong (Ej13)","",1940,"","",21,105,21,105,"Original","",1,0,0,0.5,0.6,NA,NA,NA
"260",21924,"Eg13",0,0.75,0.75,0.25,0.5,19.2,81.93,"west2408","drav1251","South Asia","India",400,4,649,0,0,0,0,0,0,0,NA,NA,"xd676","Muria Gond","west2408","Muria Gond (Eg13)","",1941,"Gond (AW32)","http://ehrafworldcultures.yale.edu/collection?owc=AW32",20,81,20,81,"Original","Note 8Feb2018: Changed based on note by HH: ""Elwin's book concerns Muria of Kondagaon and Narayanpur Tahsil = Muria-Western [mut]"". Also, White SCCS pinpointing sheets for Hill Maria provide this detail on the location of the Muria Gond: ""the north-eastern plateau of Bastar, Kondagaon Tahsil.""",0.5,0,0,0,NA,NA,NA,NA
"261",21946,"Ie14",0.25,0.75,0.5,0.25,0.25,-9.92,144.05,"meri1244","east2503","Australia","Queensland",490,6,763,0,0,0,0,0,0,0,NA,1,"xd790","Miriam","meri1244","Miriam (Ie14)","",1900,"","",-10,144,-9.91,144.06,"Revised","",0.75,0,0,0,0.2,NA,NA,NA
"262",22045,"Sj9",0,0.5,0.75,0,0.25,-9.84,-52.75,"kaya1330","nucl1710","South America","C South America",865,3,1264,0,0,0,0,0,0,0,3,1,"xd1417","Kayapo","kaya1330","Coroa (Sj9)","Coroa, Northern Cayapo",1950,"","",-8,-52,-8,-52,"Original","Note 8Feb2018: Changed based on note from HH: Unclear why this is not simply Kayapó [txu]?!",0.375,0,0,0,0.2,0.375,-1.00989287897774,-0.82145161855985
"263",22056,"Ed10",0,0.75,0.5,0.5,0.25,36.65,117.12,"mand1415","sino1245","East Asia","China",376,7,612,4,0,NA,1,0,NA,NA,8,5,"xd639","Shantung","mand1415","Shantung (Ed10)","",1930,"","",37,118,37,118,"Original","",0.875,0,NA,1,1,1,NA,NA
"264",22100,"Ed7",0.25,0.5,0.5,0.5,0.5,26.21,127.69,"cent2126","japo1237","East Asia","Japan",381,7,623,2,0,0,0.5,0,0,0.5,8,3,"xd650","Okinawans","cent2126","Okinawans (Ed7)","",1950,"Okinawa (AC07)","http://ehrafworldcultures.yale.edu/collection?owc=AC07",26,128,26.16,127.8,"Revised","",0.875,0,0,0.5,0.6,1,0.328678991583155,0.813459034536808
"265",22166,"Aj7",0.5,0.75,0.5,0.25,0.25,0.79,35.41,"nand1266","nilo1247","Africa","East Africa",219,4,412,0,0,0,0,0,0,0,NA,2,"xd412","Nandi","nand1266","Nandi (Aj7)","",1910,"","",0,35,0,35,"Original","",0.5,0,0,0,0.4,NA,NA,NA
"266",22188,"Ce5",1,0,0.5,0.25,0.75,40.85,14.26,"neap1235","indo1319","Europe","Southern Europe",312,7,532,4,0,0,1,0,0,1,8,4,"xd532","Neapolitans","neap1235","Neapolitians (Ce5)","Neapolitians",1960,"","",41,13,40.89,14.25,"Revised","",0.875,0,0,1,0.8,1,1.22130417301649,1.32487316587557
"267",22243,"Nh3",0,0.75,0.75,0.25,0.5,36.21,-110.08,"nava1243","atha1245","North America","United States",NA,NA,1126,0,0,1,0,0,0.5,0.5,4,1,"xd1279","Navajo","nava1243","Navaho (Nh3)","Diné Bizaad, Navaho",1930,"Navaho (NT13)","http://ehrafworldcultures.yale.edu/collection?owc=NT13",37,-110,37,-110,"Original","",NA,0,0.5,0,0.2,0.5,NA,NA
"268",22276,"Ab17",1,0.5,0.75,0.25,0.25,-20.12,33.17,"ndau1241","atla1278","Africa","Southern Africa",NA,NA,18,NA,0,1,NA,0,0.5,NA,NA,NA,"xd18","Ndau","ndau1241","Ndau (Ab17)","Vandau",1920,"","",-20,34,-20,34,"Original","",NA,0,0.5,NA,NA,NA,NA,NA
"269",22573,"Ac9",1,0.25,0.5,0,0.25,-11.78,37.41,"ngon1269","atla1278","Africa","Southern Africa",32,4,75,2,0,1,0.5,0,0.5,1,3,4,"xd75","Ngoni","ngon1269","Ngoni (Ac9)","Angoni",1940,"Ngoni (FR05)","in process",-12,33,-12,33,"Original","",0.5,0,0.5,0.5,0.8,0.375,0.0380041236105157,0.217530734150038
"270",22672,"Ii9",0.5,0.75,0,0,0.75,-19.05,-170.12,"niue1239","aust1307","Oceania","Polynesia",NA,NA,861,2,0,0,0.5,0,0,0.5,4,2,"xd888","Niueans","niue1239","Niueans (Ii9)","",1840,"","",-19,-169,-19.05,-169.86,"Revised","",NA,0,0,0.5,0.4,0.5,NA,NA
"271",22749,"Nb11",0.5,0.75,0.75,0.25,0.25,49.18,-125.71,"nuuc1236","waka1280","North America","Canada",608,2,918,2,0,2,0.5,0,1,1.5,NA,2,"xd1070","Nuu chah nulth","nuuc1236","Nootka (Nb11)","Nuu-chah-nulth, Aht, Central Nootka",1880,"Nuu-chah-nulth (NE11)","http://ehrafworldcultures.yale.edu/collection?owc=NE11",49,-126,49.16,-125.85,"Revised","",0.25,0,1,0.5,0.4,NA,NA,NA
"272",22754,"Cd12",0.25,0.25,0.25,0.5,0.5,28.03,1.65,"alge1239","afro1255","Western Asia","Berber & Semitic North Africa",292,8,510,4,1,2,1,0.333333333333333,1,2.33333333333333,8,NA,"xd510","Algerians","algi1247","Algerians (Cd12)","",1870,"","",31,2,31,2,"Original","",1,0.333333333333333,1,1,NA,1,NA,NA
"273",22870,"Aj3",0.5,0.5,0.75,0.25,0.25,8.14,32.38,"nuer1246","nilo1247","Africa","East Africa",NA,NA,406,0,2,0,0,0.666666666666667,0,0.666666666666667,NA,1,"xd406","Nuer","nuer1246","Nuer (Aj3)","Nath",1930,"Nuer (FJ22)","http://ehrafworldcultures.yale.edu/collection?owc=FJ22",8,32,8,32,"Original","",NA,0.666666666666667,0,0,0.2,NA,NA,NA
"274",23112,"Sg3",0,1,1,0,0.5,-54.01,-68.51,"onaa1245","chon1288","South America","S South America",842,2,1232,0,0,0,0,0,0,0,2,1,"xd1385","Ona","onaa1245","Ona (Sg3)","",1880,"Ona (SH04)","http://ehrafworldcultures.yale.edu/collection?owc=SH04",-54,-69,-54,-69,"Original","",0.25,0,0,0,0.2,0.25,-1.59851234367939,-1.03148098426866
"275",23123,"Ii5",0,0.25,0.5,0.25,0.75,-5.49,159.71,"onto1237","aust1307","Oceania","Melanesia",NA,NA,857,1,0,0,0.25,0,0,0.25,NA,1,"xd884","Ontong Java","onto1237","Ontong Java (Ii5)","Leuenuwa, Lord Howe's Islanders",1920,"","",-5,160,-5.48,159.7,"Revised","",NA,0,0,0.25,0.2,NA,NA,NA
